Índice,Nome,Preço,Área,Localização
7188,"APARTAMENTOS T3 EM PRÉDIO A ESTREAR COM ELEVADOR, ARRECAD...",300 000 €,"106,62 m²","Apartamento para comprar: Amora, Seixal, Setúbal"
7189,"Duplex à venda , Alto do Quintão",640 000 €,311 m²,"Apartamento para comprar: Portimão, Faro"
7190,Apartamento T1 NOVO com 1 Suítes no Empreendimento Life A...,424 600 €,72 m²,"Apartamento para comprar: Lumiar, Lisboa"
7191,Penthouse T4 nas Antas um Exclusivo Réplica,780 000 €,184 m²,"Apartamento para comprar: Campanhã, Porto"
7192,"Apartamento T1 com pátio interior, para venda, no centro histórico d",260 000 €,46 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
7193,"Apartamento T3 remodelado, para venda, no centro do Porto",279 500 €,63 m²,"Apartamento para comprar: Bonfim, Porto"
7194,"Excelente Apartamento T3 Rés do Chão na Ajuda, Fórum Madeira",440 000 €,117 m²,"Apartamento para comprar: São Martinho, Funchal, Ilha da Madeira"
7195,"Apartamento T3 remodelado, para venda, no centro do Porto",279 500 €,"58,50 m²","Apartamento para comprar: Bonfim, Porto"
7196,Apartamento T3 em construção - Areosa,280 000 €,106 m²,"Apartamento para comprar: Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo"
7197,Apartamento T2 em construção - Areosa,235 000 €,78 m²,"Apartamento para comprar: Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo"
7198,Apartamento T2 Remodelado - Monte Estoril,390 000 €,68 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7199,Apartamento T2 com jardim privativo - Centro Histórico de...,525 000 €,80 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7200,Apartamento T2 em construção - Areosa,235 000 €,"83,35 m²","Apartamento para comprar: Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo"
7201,"Studio em condomínio, estacionamento, Amoreiras",375 000 €,45 m²,"Apartamento para comprar: Campolide, Lisboa"
7202,Apartamento T1 em Albufeira,185 000 €,54 m²,"Apartamento para comprar: Albufeira e Olhos de Água, Albufeira, Faro"
7203,"Apartamento T1 em Lisboa de 60,00 m2",560 000 €,60 m²,"Apartamento para comprar: Estrela, Lisboa"
7204,"Apartamento T1 em Setúbal de 49,00 m2",319 000 €,49 m²,"Apartamento para comprar: Costa da Caparica, Almada, Setúbal"
7205,"Apartamento T1 em Lisboa de 56,00 m2",550 000 €,56 m²,"Apartamento para comprar: Estrela, Lisboa"
7206,Alcântara | Apartamento T1 com terraço totalmente remodelado em 2020,339 000 €,68 m²,"Apartamento para comprar: Alcântara, Lisboa"
7207,"Apartamento T1 | Infante Residences, Estrela",550 000 €,55 m²,"Apartamento para comprar: Estrela, Lisboa"
7208,Apartamento T4 em Celas (Triplex),399 000 €,185 m²,"Apartamento para comprar: Santo António dos Olivais, Coimbra"
7209,T3 com arrecadação em Vale Milhaços,192 000 €,103 m²,"Apartamento para comprar: Corroios, Seixal, Setúbal"
7210,T2 São Vicente Lisboa Remodelado 1 Piso. Metro Vista Rio,399 900 €,60 m²,"Apartamento para comprar: São Vicente, Lisboa"
7211,T1 na 6 fase de Massamá ao nível de um 1 andar com elevador,185 000 €,80 m²,"Apartamento para comprar: Massamá e Monte Abraão, Sintra, Lisboa"
7212,Apartamento T1 Novo nas Antas,261 000 €,"71,30 m²","Apartamento para comprar: Campanhã, Porto"
7213,"Apartamento T2+1 | Infante Residences, Estrela",985 000 €,116 m²,"Apartamento para comprar: Estrela, Lisboa"
7214,T1 Novo c/ 2 Lugares de Garagem em Ramalde,215 000 €,46 m²,"Apartamento para comprar: Ramalde, Porto"
7215,Apartamento T2 com esplêndida vista mar a 2 minutos a pé ...,495 000 €,73 m²,"Apartamento para comprar: Luz, Lagos, Faro"
7216,T2 c/ Lugar de Garagem em Sanfins (Sta. Maria da Feira),176 000 €,99 m²,"Apartamento para comprar: Santa Maria da Feira, Travanca, Sanfins e Espargo, Santa Maria da Feira, Aveiro"
7217,T3 c/Varanda e Box p/ 2 Viaturas a 400 metros da Praia - Miramar,400 000 €,148 m²,"Apartamento para comprar: Gulpilhares e Valadares, Vila Nova de Gaia, Porto"
7218,Vende-se Apartamento T0 com Jardim para Investimento - Ma...,175 000 €,"35,60 m²","Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
7219,"Venda de Apartamento T3 próximo do mar, na Póvoa de Varzim",249 000 €,85 m²,"Apartamento para comprar: Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto"
7220,T2 c/ Varanda em Oliveira do Douro,179 000 €,77 m²,"Apartamento para comprar: Oliveira do Douro, Vila Nova de Gaia, Porto"
7221,"Apartamento T2 em Lisboa de 78,00 m2",160 000 €,78 m²,"Apartamento para comprar: Carregado e Cadafais, Alenquer, Lisboa"
7222,"Apartamento T2 em Madeira de 104,00 m2",259 000 €,104 m²,"Apartamento para comprar: Caniço, Santa Cruz, Ilha da Madeira"
7223,Vende-se Apartamento T0 para Investimento - Matosinhos Su...,200 000 €,"49,50 m²","Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
7224,T3 | Investimento | 2 Frentes | Duplex | 2012 | Arrumos | Sé – Porto,265 000 €,66 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
7225,Edifício Sense View- Maximinos,284 000 €,137 m²,"Apartamento para comprar: Braga (Maximinos, Sé e Cividade), Braga"
7226,"apartment, Sintra",225 000 €,130 m²,"Apartamento para comprar: Algueirão-Mem Martins, Sintra, Lisboa"
7227,Apartamento T4 para venda,899 000 €,"134,95 m²","Apartamento para comprar: Moscavide e Portela, Loures, Lisboa"
7228,Penthouse T3+1 amplos terrosos em Portimão com vista Mar ...,425 000 €,205 m²,"Apartamento para comprar: Portimão, Faro"
7229,Apartamento T3 em Albergaria dos Doze,139 000 €,120 m²,"Apartamento para comprar: Santiago e São Simão de Litém e Albergaria dos Doze, Pombal, Leiria"
7230,Apartamento T1+1 novo para venda em Canidelo Vila Nova de...,205 000 €,66 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7231,T3 com Terraço 40m2 e Box 2 Viaturas no Pinheiro Manso,635 000 €,174 m²,"Apartamento para comprar: Ramalde, Porto"
7232,Apartamento T1 com garagem - Antas,261 000 €,"71,30 m²","Apartamento para comprar: Campanhã, Porto"
7233,"Apartamento T3 em Lisboa na Estrela com Pátio, Vista Rio,...",995 000 €,148 m²,"Apartamento para comprar: Estrela, Lisboa"
7234,Apartamento T2 com varanda em novo empreendimento em Caci...,415 000 €,"99,13 m²","Apartamento para comprar: Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal"
7235,Apartamento T3 em Vila Nova de Gaia na Quinta Marques Gomes,1 000 000 €,"169,27 m²","Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7236,"Duplex T3 Renovado em Agualva Cacém, Sintra, perto da est...",225 000 €,80 m²,"Apartamento para comprar: Agualva e Mira-Sintra, Sintra, Lisboa"
7237,Apartamento T3 de Sonho - Um Exclusivo Triago,215 000 €,134 m²,"Apartamento para comprar: Benavente, Santarém"
7238,Apartamento T1 remodelado | Áreas generosas e excelente e...,110 000 €,79 m²,"Apartamento para comprar: Serpa (Salvador e Santa Maria), Serpa, Beja"
7239,Apartamento T2 com estacionamento em Campolide Amoreiras,750 000 €,101 m²,"Apartamento para comprar: Campolide, Lisboa"
7240,Apartamento T2 em construção | Redondos | Fernão Ferro,270 000 €,103 m²,"Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
7241,Apartamento T2 Novo com Parqueamento em Pinhal General,225 000 €,"69,40 m²","Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
7242,Apartamento T2 com piscina e estacionamento - Salir do Po...,275 000 €,85 m²,"Apartamento para comprar: Tornada e Salir do Porto, Caldas da Rainha, Leiria"
7243,"Apartamento T3 em Setúbal de 135,00 m2",398 000 €,135 m²,"Apartamento para comprar: Castelo (Sesimbra), Sesimbra, Setúbal"
7244,Apartamento T2 SOBREIRA - PAREDES,149 000 €,"96,80 m²","Apartamento para comprar: Sobreira, Paredes, Porto"
7245,Apartamento T3 Novo com Varanda em Vila Nova de Gaia,298 000 €,106 m²,"Apartamento para comprar: Vilar de Andorinho, Vila Nova de Gaia, Porto"
7246,"Apartamento T2, com elevador, garagem fechada, em Rio Tinto",200 000 €,"78,30 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7247,Centro da Cidade | T2 | Terraço | Garagem fechada,249 900 €,81 m²,"Apartamento para comprar: Glória e Vera Cruz, Aveiro"
7248,Apartamento T1 Novo com Varanda e Garagem – Antas,259 000 €,"72,20 m²","Apartamento para comprar: Campanhã, Porto"
7249,Apartamento T4 Monte dos Burgos Junto à Circunvalação,265 000 €,136 m²,"Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
7250,Apartamento T4 no Condomínio privado Terraços d' Amora - ...,478 000 €,269 m²,"Apartamento para comprar: Amora, Seixal, Setúbal"
7251,"Apartamento T4 Duplex em Cascais com Piscina, Terraço e G...",2 700 000 €,107 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7252,"Apartamento T3 - Ericeira, A Casa das Casas",750 000 €,"107,93 m²","Apartamento para comprar: Ericeira, Mafra, Lisboa"
7253,"Apartamento T2 em Porto de 86,00 m2",185 900 €,86 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7254,"Apartamento T1 em Porto de 60,00 m2",310 000 €,60 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
7255,Apartamento T3 em Loures,375 000 €,"97,80 m²","Apartamento para comprar: Camarate, Unhos e Apelação, Loures, Lisboa"
7256,"APARTAMENTO T2 + 1 - CAMPO, VALONGO",156 000 €,101 m²,"Apartamento para comprar: Campo e Sobrado, Valongo, Porto"
7257,Apartamento T3 último andar no centro da cidade Espinho,560 000 €,125 m²,"Apartamento para comprar: Espinho, Aveiro"
7258,Apartamento T1 à venda em Espinho.,220 000 €,52 m²,"Apartamento para comprar: Espinho, Aveiro"
7259,Apartamento T2 em Santa Marta de Portuzelo a 6 km do cent...,192 000 €,"80,28 m²","Apartamento para comprar: Santa Marta de Portuzelo, Viana do Castelo"
7260,Apartamento T1 em condomínio com jardim e piscina em Cascais,355 000 €,"90,40 m²","Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7261,T4 Renovado | Vistas Deslumbrantes | Porto,510 000 €,215 m²,"Apartamento para comprar: Paranhos, Porto"
7262,"Apartamentos T3 em construção para venda, a um passo do c...",278 000 €,"136,90 m²","Apartamento para comprar: Braga (Maximinos, Sé e Cividade), Braga"
7263,Apartamento T1 com Varanda próximo do Palácio de Cristal,330 000 €,"66,40 m²","Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
7264,Apartamento T3 moderno e espaçoso,365 000 €,125 m²,"Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
7265,Apartamento T2 Venda Lisboa,760 000 €,97 m²,"Apartamento para comprar: Estrela, Lisboa"
7266,Apartamento T3 - Centro Histórico de Cascais,570 000 €,"74,63 m²","Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7267,"Apartamento T2 - Penthouse , Faro, centro da cidade.",425 000 €,98 m²,"Apartamento para comprar: Faro (Sé e São Pedro), Faro"
7268,"Apartamento T3 em Santarém de 170,00 m2",164 900 €,170 m²,"Apartamento para comprar: União de Freguesias da cidade de Santarém, Santarém"
7269,Vende-se apartamento T1 mais 1 à entrada da cidade,120 000 €,66 m²,"Apartamento para comprar: Buarcos e São Julião, Figueira da Foz, Coimbra"
7270,Apartamento T1 novo na Figueira da Foz,150 000 €,63 m²,"Apartamento para comprar: São Pedro, Figueira da Foz, Coimbra"
7271,"Apartamento T3 com garagem, em Vila do Conde",320 000 €,138 m²,"Apartamento para comprar: Vila do Conde, Porto"
7272,Apartamento T2 Totalmente Remodelado na Tapada das Mercês,189 500 €,71 m²,"Apartamento para comprar: Algueirão-Mem Martins, Sintra, Lisboa"
7273,T4 em Empreendimento de luxo em São João do Estoril,1 085 700 €,"138,90 m²","Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7274,T3 em Empreendimento de luxo em São João do Estoril,1 350 000 €,"198,20 m²","Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7275,T4 em empreendimento de luxo em São João do Estoril,970 000 €,"138,50 m²","Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7276,"Apartamento T4 em Empreendimento de Luxo, em São João do ...",911 000 €,"138,50 m²","Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7277,"Apartamento T2, em Burgau, a 700m a pé da praia, Lagos, A...",368 000 €,"92,70 m²","Apartamento para comprar: Budens, Vila do Bispo, Faro"
7278,Penthouse T3 Venda Lisboa,2 190 000 €,160 m²,"Apartamento para comprar: Arroios, Lisboa"
7279,T2 com 2 Terraços e Arrecadação,189 000 €,160 m²,"Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
7280,"Apartamento T2 renovado Tapada das Mercês, Sintra",189 500 €,58 m²,"Apartamento para comprar: Algueirão-Mem Martins, Sintra, Lisboa"
7281,Apartamento T2 com varanda e lugar de garagem em novo emp...,249 900 €,80 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7282,Apartamento T2 com lugar de garagem em novo empreendiment...,219 900 €,79 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7283,Apartamento T2 com varanda e lugar de garagem em novo emp...,249 900 €,"82,20 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7284,Apartamento T2 com varanda e lugar de garagem em novo emp...,214 900 €,"82,20 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7285,Apartamento T2 com varanda e lugar de garagem em novo emp...,234 900 €,"85,70 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7286,Apartamento T2 com varanda e lugar de garagem em novo emp...,249 900 €,"87,90 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7287,Apartamento T2 com varanda e lugar de garagem em novo emp...,245 900 €,"77,90 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7288,Apartamento T2 com varanda e lugar de garagem em novo emp...,250 900 €,"84,50 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7289,Apartamento T2 com varanda e lugar de garagem em novo emp...,250 900 €,82 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7290,Apartamento T2 com varanda e lugar de garagem em novo emp...,239 900 €,"84,90 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7291,Apartamento T2 com varanda e lugar de garagem em novo emp...,259 900 €,"88,50 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7292,Apartamento T2 com varanda e lugar de garagem em novo emp...,219 900 €,"82,60 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7293,Apartamento T2 com varanda e lugar de garagem em novo emp...,245 900 €,"88,50 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7294,Apartamento T2 com varanda e lugar de garagem em novo emp...,234 900 €,"84,90 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7295,Apartamento T2 com varanda e lugar de garagem em novo emp...,223 900 €,81 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7296,Apartamento T2 com varanda e lugar de garagem em novo emp...,218 900 €,"82,60 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7297,Apartamento T2 com varanda e lugar de garagem em novo emp...,215 900 €,"82,80 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7298,Apartamento T2 com lugar de garagem em novo empreendiment...,199 900 €,80 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7299,Apartamento T2 com varanda e lugar de garagem em novo emp...,249 900 €,"84,80 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7300,Apartamento T2 com varanda e lugar de garagem em novo emp...,215 900 €,"82,20 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7301,Apartamento T2 com varanda e lugar de garagem em novo emp...,249 900 €,"88,50 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7302,Apartamento T2 com varanda e lugar de garagem em novo emp...,249 900 €,"87,90 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7303,Apartamento T2 com varanda e lugar de garagem em novo emp...,235 900 €,"85,70 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7304,Apartamento T1+1 com varanda e lugar de garagem em novo e...,189 900 €,61 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7305,Apartamento T2 com varanda e lugar de garagem em novo emp...,255 900 €,"87,90 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7306,Apartamento T2 com varanda e lugar de garagem em novo emp...,239 900 €,"85,70 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7307,Apartamento T1 com varanda e lugar de garagem em novo emp...,214 900 €,"82,80 m²","Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7308,Apartamento T2 com varanda e lugar de garagem em novo emp...,234 900 €,85 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7309,Ria Gallega Luxury Apartments T3,590 000 €,172 m²,"Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
7310,Condominio Privado ' One River' na Quinta da Trindade ',399 000 €,102 m²,"Apartamento para comprar: Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal"
7311,Apartamento T2 | Rua das Flores | 3 Varandas | Elevador | Mobilado,475 000 €,112 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
7312,"Apartamento T3 em Lisboa de 123,00 m2",560 000 €,123 m²,"Apartamento para comprar: Arroios, Lisboa"
7313,"Apartamento T2 em Lisboa de 110,00 m2",470 000 €,110 m²,"Apartamento para comprar: Arroios, Lisboa"
7314,"Apartamento T1 na Estrela com Suíte, Vista Tejo, Piscina ...",399 000 €,49 m²,"Apartamento para comprar: Estrela, Lisboa"
7315,"Espaçoso apartamento T3 | Condomínio Fechado aos Carvalhos, Gaia",249 000 €,120 m²,"Apartamento para comprar: Pedroso e Seixezelo, Vila Nova de Gaia, Porto"
